pageUrl,viewport,run,status,totalRequests,totalTransferredBytes,totalTransferred,documentBytes,imageBytes,jsBytes,cssBytes,fontBytes,audioVideoBytes,fetchXhrBytes,largestRequestUrl,largestRequestBytes,largestTop20,autoAudioRequests,spriteSheetRequests,r2Requests,repeatedApiCalls,errorRequests,imageRequestCount,tarotAlbumImageCount,jsRequestCount,fetchXhrRequestCount,suspectedCause,priority,measuredAt
/music,mobile,cold,500,2,648,648 B,348,0,0,0,0,0,0,http://localhost:3100/music/,348,348 B http://localhost:3100/music/ | 300 B http://localhost:3100/favicon.ico,,,,,500 http://localhost:3100/music/ | 500 http://localhost:3100/favicon.ico,0,0,0,0,none,normal,2026-06-30T13:35:19.179Z
/music,mobile,repeat,500,2,648,648 B,348,0,0,0,0,0,0,http://localhost:3100/music/,348,348 B http://localhost:3100/music/ | 300 B http://localhost:3100/favicon.ico,,,,,500 http://localhost:3100/music/ | 500 http://localhost:3100/favicon.ico,0,0,0,0,none,normal,2026-06-30T13:35:42.070Z
/palm-reading,mobile,cold,500,2,621,621 B,321,0,0,0,0,0,0,http://localhost:3100/palm-reading/,321,321 B http://localhost:3100/palm-reading/ | 300 B http://localhost:3100/favicon.ico,,,,,500 http://localhost:3100/palm-reading/ | 500 http://localhost:3100/favicon.ico,0,0,0,0,none,normal,2026-06-30T13:36:06.632Z
/palm-reading,mobile,repeat,500,2,621,621 B,321,0,0,0,0,0,0,http://localhost:3100/palm-reading/,321,321 B http://localhost:3100/palm-reading/ | 300 B http://localhost:3100/favicon.ico,,,,,500 http://localhost:3100/palm-reading/ | 500 http://localhost:3100/favicon.ico,0,0,0,0,none,normal,2026-06-30T13:36:19.015Z
