pageUrl,viewport,run,status,totalRequests,totalTransferredBytes,totalTransferred,documentBytes,imageBytes,jsBytes,cssBytes,fontBytes,audioVideoBytes,fetchXhrBytes,largestRequestUrl,largestRequestBytes,largestTop20,autoAudioRequests,spriteSheetRequests,r2Requests,repeatedApiCalls,errorRequests,imageRequestCount,tarotAlbumImageCount,jsRequestCount,fetchXhrRequestCount,suspectedCause,priority,measuredAt
/,mobile,cold,200,49,3485850,3.32 MB,296041,964829,1016935,186461,1012852,0,6362,https://code-destiny.com/js/saju-engine.js?v=build-56e6bbb09a19,555808,542.8 KB https://code-destiny.com/js/saju-engine.js?v=build-56e6bbb09a19 | 445.0 KB https://assets.code-destiny.com/The%20Jamsil%20OTF%204%20Medium.otf | 289.1 KB https://code-destiny.com/ | 283.0 KB https://assets.code-destiny.com/netmarbleM.ttf | 235.1 KB https://code-destiny.com/fuctionassets/veda.webp | 163.2 KB https://assets.code-destiny.com/Galmuri11-Bold.woff2 | 153.0 KB https://code-destiny.com/fuctionassets/sukyo.webp | 125.3 KB https://code-destiny.com/fuctionassets/jumsung.webp | 120.2 KB https://code-destiny.com/styles/fortune-ui.css?v=build-56e6bbb09a19 | 119.0 KB https://code-destiny.com/fuctionassets/jami.webp | 112.2 KB https://code-destiny.com/fuctionassets/UNSETAMA2.webp | 107.9 KB https://cdn.jsdelivr.net/npm/lunar-javascript@latest/lunar.js | 97.9 KB https://assets.code-destiny.com/Mulmaru.woff2 | 80.2 KB https://code-destiny.com/js/core/index-inline-runtime.js?v=build-56e6bbb09a19 | 77.9 KB https://code-destiny.com/icons/%EA%BF%80%EA%BF%80%20%EC%9A%B4%EC%84%B8%20%EB%A1%9C%EA%B3%A0.webp?v=build-56e6bbb09a19 | 70.9 KB https://code-destiny.com/fuctionassets/%EC%9E%90%EB%8A%94%20%EC%97%B0%EC%9D%B4.png?v=build-56e6bbb09a19 | 68.4 KB https://code-destiny.com/js/destiny-profile.js?v=build-56e6bbb09a19 | 48.9 KB https://code-destiny.com/icons/neo.webp?v=build-56e6bbb09a19 | 45.7 KB https://code-destiny.com/js/services/destiny-flower-engine.js?v=20260625-df-i18n | 41.5 KB https://code-destiny.com/styles/cosmic-main.css?v=build-56e6bbb09a19,,,https://assets.code-destiny.com/Mulmaru.woff2 | https://assets.code-destiny.com/netmarbleM.ttf | https://assets.code-destiny.com/Galmuri11-Bold.woff2 | https://assets.code-destiny.com/The%20Jamsil%20OTF%204%20Medium.otf,,net::ERR_ABORTED https://code-destiny.com/js/core/saju/extremeTResult.js?v=build-56e6bbb09a19,8,0,27,3,none,normal,2026-06-30T10:51:32.388Z
/,mobile,repeat,200,59,4199896,4.01 MB,299030,1204085,1497024,186425,1004142,0,6819,https://code-destiny.com/js/saju-engine.js?v=build-56e6bbb09a19,555821,542.8 KB https://code-destiny.com/js/saju-engine.js?v=build-56e6bbb09a19 | 437.7 KB https://assets.code-destiny.com/The%20Jamsil%20OTF%204%20Medium.otf | 309.7 KB https://code-destiny.com/js/saju-engine-tarot-sukuyo-quantum.js?v=build-56e6bbb09a19 | 289.0 KB https://code-destiny.com/ | 281.9 KB https://assets.code-destiny.com/netmarbleM.ttf | 235.1 KB https://code-destiny.com/fuctionassets/veda.webp | 163.2 KB https://assets.code-destiny.com/Galmuri11-Bold.woff2 | 153.0 KB https://code-destiny.com/fuctionassets/sukyo.webp | 125.3 KB https://code-destiny.com/fuctionassets/jumsung.webp | 120.2 KB https://code-destiny.com/styles/fortune-ui.css?v=build-56e6bbb09a19 | 119.0 KB https://code-destiny.com/fuctionassets/jami.webp | 112.2 KB https://code-destiny.com/fuctionassets/UNSETAMA2.webp | 107.7 KB https://cdn.jsdelivr.net/npm/lunar-javascript@latest/lunar.js | 99.2 KB https://code-destiny.com/js/entertain-engine.js?v=build-56e6bbb09a19 | 97.9 KB https://assets.code-destiny.com/Mulmaru.woff2 | 80.2 KB https://code-destiny.com/js/core/index-inline-runtime.js?v=build-56e6bbb09a19 | 77.9 KB https://code-destiny.com/icons/%EA%BF%80%EA%BF%80%20%EC%9A%B4%EC%84%B8%20%EB%A1%9C%EA%B3%A0.webp?v=build-56e6bbb09a19 | 77.9 KB https://code-destiny.com/icons/%EA%BF%80%EA%BF%80%20%EC%9A%B4%EC%84%B8%20%EB%A1%9C%EA%B3%A0.webp?v=20260511-mobile-logo-fix4 | 77.9 KB https://code-destiny.com/icons/%EA%BF%80%EA%BF%80%20%EC%9A%B4%EC%84%B8%20%EB%A1%9C%EA%B3%A0.webp | 77.9 KB https://code-destiny.com/icons/%EA%BF%80%EA%BF%80%20%EC%9A%B4%EC%84%B8%20%EB%A1%9C%EA%B3%A0.webp,,,https://assets.code-destiny.com/Mulmaru.woff2 | https://assets.code-destiny.com/netmarbleM.ttf | https://assets.code-destiny.com/Galmuri11-Bold.woff2 | https://assets.code-destiny.com/The%20Jamsil%20OTF%204%20Medium.otf,,404 https://code-destiny.com/favicon.ico,11,0,32,5,none,normal,2026-06-30T10:52:05.249Z
/,desktop,cold,200,57,4987693,4.76 MB,295962,2132310,1360219,186425,1004733,0,5677,https://code-destiny.com/js/saju-engine.js?v=build-56e6bbb09a19,555813,542.8 KB https://code-destiny.com/js/saju-engine.js?v=build-56e6bbb09a19 | 437.8 KB https://assets.code-destiny.com/The%20Jamsil%20OTF%204%20Medium.otf | 351.7 KB https://music.code-destiny.com/lunabloom/LUNA%20BLOOM.webp | 309.7 KB https://code-destiny.com/js/saju-engine-tarot-sukuyo-quantum.js?v=build-56e6bbb09a19 | 289.0 KB https://code-destiny.com/ | 282.1 KB https://assets.code-destiny.com/netmarbleM.ttf | 280.8 KB https://music.code-destiny.com/DEST1NOVA/DEST1NOVA.webp | 251.7 KB https://music.code-destiny.com/yeonisong/%EA%BD%83%EB%8F%BC%EC%A7%80%201%EC%A7%91.webp | 235.1 KB https://code-destiny.com/fuctionassets/veda.webp | 220.0 KB https://music.code-destiny.com/neosong/%EB%84%A4%EC%98%A4%20%EB%8D%B0%EB%B7%94.webp | 163.3 KB https://assets.code-destiny.com/Galmuri11-Bold.woff2 | 153.0 KB https://code-destiny.com/fuctionassets/sukyo.webp | 125.3 KB https://code-destiny.com/fuctionassets/jumsung.webp | 120.2 KB https://code-destiny.com/styles/fortune-ui.css?v=build-56e6bbb09a19 | 119.0 KB https://code-destiny.com/fuctionassets/jami.webp | 112.2 KB https://code-destiny.com/fuctionassets/UNSETAMA2.webp | 107.7 KB https://cdn.jsdelivr.net/npm/lunar-javascript@latest/lunar.js | 97.9 KB https://assets.code-destiny.com/Mulmaru.woff2 | 80.2 KB https://code-destiny.com/js/core/index-inline-runtime.js?v=build-56e6bbb09a19 | 77.9 KB https://code-destiny.com/icons/%EA%BF%80%EA%BF%80%20%EC%9A%B4%EC%84%B8%20%EB%A1%9C%EA%B3%A0.webp?v=build-56e6bbb09a19,,,https://assets.code-destiny.com/Mulmaru.woff2 | https://assets.code-destiny.com/netmarbleM.ttf | https://assets.code-destiny.com/Galmuri11-Bold.woff2 | https://assets.code-destiny.com/The%20Jamsil%20OTF%204%20Medium.otf | https://music.code-destiny.com/neosong/%EB%84%A4%EC%98%A4%20%EB%8D%B0%EB%B7%94.webp | https://music.code-destiny.com/yeonisong/%EA%BD%83%EB%8F%BC%EC%A7%80%201%EC%A7%91.webp | https://music.code-destiny.com/DEST1NOVA/DEST1NOVA.webp | https://music.code-destiny.com/lunabloom/LUNA%20BLOOM.webp,,net::ERR_ABORTED https://code-destiny.com/js/core/saju/reportDashboard.js?v=build-56e6bbb09a19,13,0,30,3,none,normal,2026-06-30T11:08:45.328Z
/,desktop,repeat,200,70,4311227,4.11 MB,295950,2212554,479474,310587,1004619,0,5673,https://assets.code-destiny.com/The%20Jamsil%20OTF%204%20Medium.otf,448216,437.7 KB https://assets.code-destiny.com/The%20Jamsil%20OTF%204%20Medium.otf | 352.5 KB https://music.code-destiny.com/lunabloom/LUNA%20BLOOM.webp | 289.0 KB https://code-destiny.com/ | 282.2 KB https://assets.code-destiny.com/netmarbleM.ttf | 280.8 KB https://music.code-destiny.com/DEST1NOVA/DEST1NOVA.webp | 251.5 KB https://music.code-destiny.com/yeonisong/%EA%BD%83%EB%8F%BC%EC%A7%80%201%EC%A7%91.webp | 235.1 KB https://code-destiny.com/fuctionassets/veda.webp | 220.0 KB https://music.code-destiny.com/neosong/%EB%84%A4%EC%98%A4%20%EB%8D%B0%EB%B7%94.webp | 163.2 KB https://assets.code-destiny.com/Galmuri11-Bold.woff2 | 153.0 KB https://code-destiny.com/fuctionassets/sukyo.webp | 125.3 KB https://code-destiny.com/fuctionassets/jumsung.webp | 120.2 KB https://code-destiny.com/styles/fortune-ui.css?v=build-56e6bbb09a19 | 119.0 KB https://code-destiny.com/fuctionassets/jami.webp | 112.2 KB https://code-destiny.com/fuctionassets/UNSETAMA2.webp | 107.7 KB https://cdn.jsdelivr.net/npm/lunar-javascript@latest/lunar.js | 97.9 KB https://assets.code-destiny.com/Mulmaru.woff2 | 80.2 KB https://code-destiny.com/js/core/index-inline-runtime.js?v=build-56e6bbb09a19 | 77.9 KB https://code-destiny.com/icons/%EA%BF%80%EA%BF%80%20%EC%9A%B4%EC%84%B8%20%EB%A1%9C%EA%B3%A0.webp?v=build-56e6bbb09a19 | 77.9 KB https://code-destiny.com/icons/%EA%BF%80%EA%BF%80%20%EC%9A%B4%EC%84%B8%20%EB%A1%9C%EA%B3%A0.webp?v=20260511-mobile-logo-fix4 | 77.9 KB https://code-destiny.com/icons/%EA%BF%80%EA%BF%80%20%EC%9A%B4%EC%84%B8%20%EB%A1%9C%EA%B3%A0.webp,,,https://assets.code-destiny.com/Mulmaru.woff2 | https://assets.code-destiny.com/netmarbleM.ttf | https://assets.code-destiny.com/Galmuri11-Bold.woff2 | https://assets.code-destiny.com/The%20Jamsil%20OTF%204%20Medium.otf | https://music.code-destiny.com/neosong/%EB%84%A4%EC%98%A4%20%EB%8D%B0%EB%B7%94.webp | https://music.code-destiny.com/yeonisong/%EA%BD%83%EB%8F%BC%EC%A7%80%201%EC%A7%91.webp | https://music.code-destiny.com/DEST1NOVA/DEST1NOVA.webp | https://music.code-destiny.com/lunabloom/LUNA%20BLOOM.webp,,net::ERR_ABORTED https://code-destiny.com/js/saju-engine.js?v=build-56e6bbb09a19,14,0,30,3,none,normal,2026-06-30T11:09:20.537Z
/music,mobile,cold,200,74,3885441,3.71 MB,18264,802115,692102,188358,1097627,1075593,5985,https://music.code-destiny.com/yeonisong/Moonlight%20Daydream.wav,540754,528.1 KB https://music.code-destiny.com/yeonisong/Moonlight%20Daydream.wav | 448.7 KB https://music.code-destiny.com/yeonisong/Gisin%20Out%20Yongsin%20In.wav | 438.3 KB https://assets.code-destiny.com/The%20Jamsil%20OTF%204%20Medium.otf | 437.7 KB https://assets.code-destiny.com/The%20Jamsil%20OTF%204%20Medium.otf | 235.6 KB https://code-destiny.com/music-covers/yeoni-1st-album.webp | 235.6 KB https://code-destiny.com/music-covers/yeoni-1st-album.webp | 97.9 KB https://assets.code-destiny.com/Mulmaru.woff2 | 97.9 KB https://assets.code-destiny.com/Mulmaru.woff2 | 78.6 KB https://code-destiny.com/icons/%EA%BF%80%EA%BF%80%20%EC%9A%B4%EC%84%B8%20%EB%A1%9C%EA%B3%A0.webp | 77.9 KB https://code-destiny.com/icons/%EA%BF%80%EA%BF%80%20%EC%9A%B4%EC%84%B8%20%EB%A1%9C%EA%B3%A0.webp | 77.9 KB https://code-destiny.com/icons/%EA%BF%80%EA%BF%80%20%EC%9A%B4%EC%84%B8%20%EB%A1%9C%EA%B3%A0.webp | 77.9 KB https://code-destiny.com/icons/%EA%BF%80%EA%BF%80%20%EC%9A%B4%EC%84%B8%20%EB%A1%9C%EA%B3%A0.webp | 74.2 KB https://code-destiny.com/_next/static/chunks/8664.036070835c0b06b3.js | 74.2 KB https://code-destiny.com/_next/static/chunks/8664.036070835c0b06b3.js | 73.3 KB https://music.code-destiny.com/yeonisong/Gisin%20Out%20Yongsin%20In.wav | 64.5 KB https://code-destiny.com/_next/static/css/2cf6b8929df91a43.css | 64.5 KB https://code-destiny.com/_next/static/css/2cf6b8929df91a43.css | 54.9 KB https://code-destiny.com/_next/static/chunks/4bd1b696-100b9d70ed4e49c1.js | 54.9 KB https://code-destiny.com/_next/static/chunks/4bd1b696-100b9d70ed4e49c1.js | 45.5 KB https://code-destiny.com/_next/static/chunks/1255-7af2368fb2545735.js,https://music.code-destiny.com/yeonisong/Gisin%20Out%20Yongsin%20In.wav | https://music.code-destiny.com/yeonisong/Moonlight%20Daydream.wav | https://music.code-destiny.com/yeonisong/Gisin%20Out%20Yongsin%20In.wav | https://music.code-destiny.com/yeonisong/Moonlight%20Daydream.wav,,https://assets.code-destiny.com/The%20Jamsil%20OTF%204%20Medium.otf | https://assets.code-destiny.com/Mulmaru.woff2 | https://music.code-destiny.com/yeonisong/Gisin%20Out%20Yongsin%20In.wav | https://music.code-destiny.com/yeonisong/Moonlight%20Daydream.wav | https://assets.code-destiny.com/The%20Jamsil%20OTF%204%20Medium.otf | https://assets.code-destiny.com/Mulmaru.woff2 | https://music.code-destiny.com/yeonisong/Gisin%20Out%20Yongsin%20In.wav | https://music.code-destiny.com/yeonisong/Moonlight%20Daydream.wav,,206 https://music.code-destiny.com/yeonisong/Gisin%20Out%20Yongsin%20In.wav | 206 https://music.code-destiny.com/yeonisong/Moonlight%20Daydream.wav | 206 https://music.code-destiny.com/yeonisong/Gisin%20Out%20Yongsin%20In.wav | 206 https://music.code-destiny.com/yeonisong/Moonlight%20Daydream.wav,6,2,45,5,audio/mp3 requested before click,very-high,2026-06-30T10:52:42.533Z
/music,mobile,repeat,200,37,3054128,2.91 MB,9329,320960,350919,94181,550307,1722648,3409,https://music.code-destiny.com/yeonisong/Gisin%20Out%20Yongsin%20In.wav,1263146,1.20 MB https://music.code-destiny.com/yeonisong/Gisin%20Out%20Yongsin%20In.wav | 448.7 KB https://music.code-destiny.com/yeonisong/Moonlight%20Daydream.wav | 439.6 KB https://assets.code-destiny.com/The%20Jamsil%20OTF%204%20Medium.otf | 235.6 KB https://code-destiny.com/music-covers/yeoni-1st-album.webp | 97.9 KB https://assets.code-destiny.com/Mulmaru.woff2 | 77.9 KB https://code-destiny.com/icons/%EA%BF%80%EA%BF%80%20%EC%9A%B4%EC%84%B8%20%EB%A1%9C%EA%B3%A0.webp | 74.2 KB https://code-destiny.com/_next/static/chunks/8664.036070835c0b06b3.js | 64.5 KB https://code-destiny.com/_next/static/css/2cf6b8929df91a43.css | 54.9 KB https://code-destiny.com/_next/static/chunks/4bd1b696-100b9d70ed4e49c1.js | 45.5 KB https://code-destiny.com/_next/static/chunks/1255-7af2368fb2545735.js | 39.7 KB https://code-destiny.com/_next/static/chunks/7506-fee23a3de5789278.js | 22.1 KB https://code-destiny.com/_next/static/css/2f5d5e5b73337d12.css | 21.2 KB https://code-destiny.com/_next/static/chunks/1446.8266b1664d17dbe4.js | 15.1 KB https://code-destiny.com/_next/static/chunks/app/layout-718c0468d791a1a6.js | 11.2 KB https://static.cloudflareinsights.com/beacon.min.js/v4513226cdae34746b4dedf0b4dfa099e1781791509496 | 9.1 KB https://code-destiny.com/music/ | 9.0 KB https://code-destiny.com/cdn-cgi/challenge-platform/h/b/scripts/jsd/25e6c66701a0/main.js? | 7.1 KB https://code-destiny.com/_next/static/chunks/7620-a82822ebe1be243c.js | 6.4 KB https://code-destiny.com/_next/static/chunks/8167.29c6e3862b517e4b.js | 6.3 KB https://code-destiny.com/_next/static/chunks/9527.6106c343fa0b3e97.js,https://music.code-destiny.com/yeonisong/Gisin%20Out%20Yongsin%20In.wav | https://music.code-destiny.com/yeonisong/Moonlight%20Daydream.wav,,https://assets.code-destiny.com/The%20Jamsil%20OTF%204%20Medium.otf | https://assets.code-destiny.com/Mulmaru.woff2 | https://music.code-destiny.com/yeonisong/Gisin%20Out%20Yongsin%20In.wav | https://music.code-destiny.com/yeonisong/Moonlight%20Daydream.wav,,206 https://music.code-destiny.com/yeonisong/Gisin%20Out%20Yongsin%20In.wav | 206 https://music.code-destiny.com/yeonisong/Moonlight%20Daydream.wav,2,1,23,3,audio/mp3 requested before click,very-high,2026-06-30T10:53:15.727Z
/music,desktop,cold,200,39,1624305,1.55 MB,9324,480461,350451,94182,552668,131440,3409,https://assets.code-destiny.com/The%20Jamsil%20OTF%204%20Medium.otf,452394,441.8 KB https://assets.code-destiny.com/The%20Jamsil%20OTF%204%20Medium.otf | 235.6 KB https://code-destiny.com/music-covers/yeoni-1st-album.webp | 127.4 KB https://music.code-destiny.com/yeonisong/Gisin%20Out%20Yongsin%20In.wav | 97.9 KB https://assets.code-destiny.com/Mulmaru.woff2 | 77.9 KB https://code-destiny.com/icons/%EA%BF%80%EA%BF%80%20%EC%9A%B4%EC%84%B8%20%EB%A1%9C%EA%B3%A0.webp | 77.9 KB https://code-destiny.com/icons/%EA%BF%80%EA%BF%80%20%EC%9A%B4%EC%84%B8%20%EB%A1%9C%EA%B3%A0.webp | 77.9 KB https://code-destiny.com/icons/%EA%BF%80%EA%BF%80%20%EC%9A%B4%EC%84%B8%20%EB%A1%9C%EA%B3%A0.webp | 74.2 KB https://code-destiny.com/_next/static/chunks/8664.036070835c0b06b3.js | 64.5 KB https://code-destiny.com/_next/static/css/2cf6b8929df91a43.css | 54.9 KB https://code-destiny.com/_next/static/chunks/4bd1b696-100b9d70ed4e49c1.js | 45.5 KB https://code-destiny.com/_next/static/chunks/1255-7af2368fb2545735.js | 39.7 KB https://code-destiny.com/_next/static/chunks/7506-fee23a3de5789278.js | 22.1 KB https://code-destiny.com/_next/static/css/2f5d5e5b73337d12.css | 21.2 KB https://code-destiny.com/_next/static/chunks/1446.8266b1664d17dbe4.js | 15.1 KB https://code-destiny.com/_next/static/chunks/app/layout-718c0468d791a1a6.js | 11.2 KB https://static.cloudflareinsights.com/beacon.min.js/v4513226cdae34746b4dedf0b4dfa099e1781791509496 | 9.1 KB https://code-destiny.com/music/ | 8.5 KB https://code-destiny.com/cdn-cgi/challenge-platform/h/b/scripts/jsd/25e6c66701a0/main.js? | 7.1 KB https://code-destiny.com/_next/static/chunks/7620-a82822ebe1be243c.js | 6.4 KB https://code-destiny.com/_next/static/chunks/8167.29c6e3862b517e4b.js,https://music.code-destiny.com/yeonisong/Gisin%20Out%20Yongsin%20In.wav | https://music.code-destiny.com/yeonisong/Moonlight%20Daydream.wav,,https://assets.code-destiny.com/The%20Jamsil%20OTF%204%20Medium.otf | https://assets.code-destiny.com/Mulmaru.woff2 | https://music.code-destiny.com/yeonisong/Gisin%20Out%20Yongsin%20In.wav | https://music.code-destiny.com/yeonisong/Moonlight%20Daydream.wav,,206 https://music.code-destiny.com/yeonisong/Gisin%20Out%20Yongsin%20In.wav | 206 https://music.code-destiny.com/yeonisong/Moonlight%20Daydream.wav,4,1,23,3,audio/mp3 requested before click,very-high,2026-06-30T11:09:53.403Z
/music,desktop,repeat,200,39,1797844,1.71 MB,9331,481153,351461,94182,552561,303404,3414,https://assets.code-destiny.com/The%20Jamsil%20OTF%204%20Medium.otf,452341,441.7 KB https://assets.code-destiny.com/The%20Jamsil%20OTF%204%20Medium.otf | 248.0 KB https://music.code-destiny.com/yeonisong/Gisin%20Out%20Yongsin%20In.wav | 235.6 KB https://code-destiny.com/music-covers/yeoni-1st-album.webp | 97.9 KB https://assets.code-destiny.com/Mulmaru.woff2 | 78.6 KB https://code-destiny.com/icons/%EA%BF%80%EA%BF%80%20%EC%9A%B4%EC%84%B8%20%EB%A1%9C%EA%B3%A0.webp | 77.9 KB https://code-destiny.com/icons/%EA%BF%80%EA%BF%80%20%EC%9A%B4%EC%84%B8%20%EB%A1%9C%EA%B3%A0.webp | 77.9 KB https://code-destiny.com/icons/%EA%BF%80%EA%BF%80%20%EC%9A%B4%EC%84%B8%20%EB%A1%9C%EA%B3%A0.webp | 74.2 KB https://code-destiny.com/_next/static/chunks/8664.036070835c0b06b3.js | 64.5 KB https://code-destiny.com/_next/static/css/2cf6b8929df91a43.css | 54.9 KB https://code-destiny.com/_next/static/chunks/4bd1b696-100b9d70ed4e49c1.js | 48.3 KB https://music.code-destiny.com/yeonisong/Moonlight%20Daydream.wav | 45.5 KB https://code-destiny.com/_next/static/chunks/1255-7af2368fb2545735.js | 39.7 KB https://code-destiny.com/_next/static/chunks/7506-fee23a3de5789278.js | 22.1 KB https://code-destiny.com/_next/static/css/2f5d5e5b73337d12.css | 21.2 KB https://code-destiny.com/_next/static/chunks/1446.8266b1664d17dbe4.js | 15.1 KB https://code-destiny.com/_next/static/chunks/app/layout-718c0468d791a1a6.js | 11.2 KB https://static.cloudflareinsights.com/beacon.min.js/v4513226cdae34746b4dedf0b4dfa099e1781791509496 | 9.5 KB https://code-destiny.com/cdn-cgi/challenge-platform/h/b/scripts/jsd/25e6c66701a0/main.js? | 9.1 KB https://code-destiny.com/music/ | 7.1 KB https://code-destiny.com/_next/static/chunks/7620-a82822ebe1be243c.js,https://music.code-destiny.com/yeonisong/Gisin%20Out%20Yongsin%20In.wav | https://music.code-destiny.com/yeonisong/Moonlight%20Daydream.wav,,https://assets.code-destiny.com/The%20Jamsil%20OTF%204%20Medium.otf | https://assets.code-destiny.com/Mulmaru.woff2 | https://music.code-destiny.com/yeonisong/Gisin%20Out%20Yongsin%20In.wav | https://music.code-destiny.com/yeonisong/Moonlight%20Daydream.wav,,206 https://music.code-destiny.com/yeonisong/Gisin%20Out%20Yongsin%20In.wav | 206 https://music.code-destiny.com/yeonisong/Moonlight%20Daydream.wav,4,1,23,3,audio/mp3 requested before click,very-high,2026-06-30T11:10:20.557Z
/fortune-tea-house,mobile,cold,200,59,5225630,4.98 MB,15364,3674828,548759,130317,840715,0,13278,https://assets.code-destiny.com/DestinyCafe/nobackground/%EC%98%A4%EB%B2%84%EB%A0%88%EC%9D%B4-Photoroom.png,994706,971.4 KB https://assets.code-destiny.com/DestinyCafe/nobackground/%EC%98%A4%EB%B2%84%EB%A0%88%EC%9D%B4-Photoroom.png | 905.4 KB https://assets.code-destiny.com/DestinyCafe/nobackground/%EC%98%A4%EB%B2%84%EB%A0%88%EC%9D%B42-Photoroom.png | 439.7 KB https://assets.code-destiny.com/The%20Jamsil%20OTF%204%20Medium.otf | 282.9 KB https://assets.code-destiny.com/netmarbleM.ttf | 264.8 KB https://assets.code-destiny.com/DestinyCafe/nobackground/talking-flower-pig-yeoni1-cutout.webp | 264.7 KB https://assets.code-destiny.com/DestinyCafe/nobackground/talking-flower-pig-yeoni1-cutout.webp | 215.9 KB https://assets.code-destiny.com/DestinyCafe/%EC%9A%B4%EB%AA%85%EC%9D%98%20%EC%B0%BB%EC%A7%91%20%EB%AA%A8%EB%B0%94%EC%9D%BC.webp | 109.6 KB https://assets.code-destiny.com/DestinyCafe/%EB%A1%9C%EB%94%A9%20%EB%B0%B0%EA%B2%BD%20%EB%AA%A8%EB%B0%94%EC%9D%BC.webp | 109.5 KB https://assets.code-destiny.com/DestinyCafe/%EB%A1%9C%EB%94%A9%20%EB%B0%B0%EA%B2%BD%20%EB%AA%A8%EB%B0%94%EC%9D%BC.webp | 109.5 KB https://assets.code-destiny.com/DestinyCafe/%EB%A1%9C%EB%94%A9%20%EB%B0%B0%EA%B2%BD%20%EB%AA%A8%EB%B0%94%EC%9D%BC.webp | 103.5 KB https://assets.code-destiny.com/DestinyCafe/%EB%A1%9C%EB%94%A9%20%EB%B0%B0%EA%B2%BD%20%EB%8D%B0%EC%8A%A4%ED%81%AC%ED%83%91.webp | 103.5 KB https://assets.code-destiny.com/DestinyCafe/%EB%A1%9C%EB%94%A9%20%EB%B0%B0%EA%B2%BD%20%EB%8D%B0%EC%8A%A4%ED%81%AC%ED%83%91.webp | 103.5 KB https://assets.code-destiny.com/DestinyCafe/%EB%A1%9C%EB%94%A9%20%EB%B0%B0%EA%B2%BD%20%EB%8D%B0%EC%8A%A4%ED%81%AC%ED%83%91.webp | 98.5 KB https://assets.code-destiny.com/Mulmaru.woff2 | 95.6 KB https://code-destiny.com/_next/static/chunks/428ccf76.0fc8d0ba548d7b26.js | 93.9 KB https://code-destiny.com/images/fortune-tea-house/honey-drop-counter.png | 88.4 KB https://code-destiny.com/_next/static/chunks/6124.f30dea4c4abea72e.js | 77.9 KB https://code-destiny.com/icons/%EA%BF%80%EA%BF%80%20%EC%9A%B4%EC%84%B8%20%EB%A1%9C%EA%B3%A0.webp | 77.9 KB https://code-destiny.com/icons/%EA%BF%80%EA%BF%80%20%EC%9A%B4%EC%84%B8%20%EB%A1%9C%EA%B3%A0.webp | 77.9 KB https://code-destiny.com/icons/%EA%BF%80%EA%BF%80%20%EC%9A%B4%EC%84%B8%20%EB%A1%9C%EA%B3%A0.webp,,,https://assets.code-destiny.com/DestinyCafe/%EB%A1%9C%EB%94%A9%20%EB%B0%B0%EA%B2%BD%20%EB%8D%B0%EC%8A%A4%ED%81%AC%ED%83%91.webp | https://assets.code-destiny.com/DestinyCafe/%EB%A1%9C%EB%94%A9%20%EB%B0%B0%EA%B2%BD%20%EB%AA%A8%EB%B0%94%EC%9D%BC.webp | https://assets.code-destiny.com/DestinyCafe/nobackground/talking-flower-pig-yeoni1-cutout.webp | https://assets.code-destiny.com/DestinyCafe/%EC%9A%B4%EB%AA%85%EC%9D%98%20%EC%B0%BB%EC%A7%91%20%EB%AA%A8%EB%B0%94%EC%9D%BC.webp | https://assets.code-destiny.com/DestinyCafe/nobackground/%EC%98%A4%EB%B2%84%EB%A0%88%EC%9D%B4-Photoroom.png | https://assets.code-destiny.com/DestinyCafe/nobackground/%EC%98%A4%EB%B2%84%EB%A0%88%EC%9D%B42-Photoroom.png | https://assets.code-destiny.com/The%20Jamsil%20OTF%204%20Medium.otf | https://assets.code-destiny.com/netmarbleM.ttf | https://assets.code-destiny.com/Mulmaru.woff2 | https://assets.code-destiny.com/DestinyCafe/%EB%A1%9C%EB%94%A9%20%EB%B0%B0%EA%B2%BD%20%EB%8D%B0%EC%8A%A4%ED%81%AC%ED%83%91.webp | https://assets.code-destiny.com/DestinyCafe/%EB%A1%9C%EB%94%A9%20%EB%B0%B0%EA%B2%BD%20%EB%AA%A8%EB%B0%94%EC%9D%BC.webp | https://assets.code-destiny.com/DestinyCafe/nobackground/talking-flower-pig-yeoni1-cutout.webp | https://assets.code-destiny.com/DestinyCafe/%EB%A1%9C%EB%94%A9%20%EB%B0%B0%EA%B2%BD%20%EB%AA%A8%EB%B0%94%EC%9D%BC.webp | https://assets.code-destiny.com/DestinyCafe/%EB%A1%9C%EB%94%A9%20%EB%B0%B0%EA%B2%BD%20%EB%8D%B0%EC%8A%A4%ED%81%AC%ED%83%91.webp,,,15,0,30,5,none,normal,2026-06-30T10:53:50.511Z
