pageUrl,viewport,run,requestUrl,path,resourceType,mimeType,status,transferredSizeBytes,transferredSize,encodedBodySizeBytes,cache,initiator,extension,fileName,componentTraceNeeded
/music,desktop,cold,https://assets.code-destiny.com/The%20Jamsil%20OTF%204%20Medium.otf,/The%20Jamsil%20OTF%204%20Medium.otf,font,font/otf,200,452394,441.8 KB,452394,no,parser 2cf6b8929df91a43.css,.otf,The Jamsil OTF 4 Medium.otf,no
/astrology-ai,mobile,cold,https://assets.code-destiny.com/The%20Jamsil%20OTF%204%20Medium.otf,/The%20Jamsil%20OTF%204%20Medium.otf,font,font/otf,200,452389,441.8 KB,452389,no,parser 2cf6b8929df91a43.css,.otf,The Jamsil OTF 4 Medium.otf,no
/saju/love-simulation,desktop,repeat,https://assets.code-destiny.com/The%20Jamsil%20OTF%204%20Medium.otf,/The%20Jamsil%20OTF%204%20Medium.otf,font,font/otf,200,452372,441.8 KB,452372,no,parser code-destiny.com,.otf,The Jamsil OTF 4 Medium.otf,no
/music,desktop,repeat,https://assets.code-destiny.com/The%20Jamsil%20OTF%204%20Medium.otf,/The%20Jamsil%20OTF%204%20Medium.otf,font,font/otf,200,452341,441.7 KB,452341,no,parser 2cf6b8929df91a43.css,.otf,The Jamsil OTF 4 Medium.otf,no
/ziwei-ai,desktop,repeat,https://assets.code-destiny.com/The%20Jamsil%20OTF%204%20Medium.otf,/The%20Jamsil%20OTF%204%20Medium.otf,font,font/otf,200,452333,441.7 KB,452333,no,parser 2cf6b8929df91a43.css,.otf,The Jamsil OTF 4 Medium.otf,no
/neo-operation-room,desktop,repeat,https://assets.code-destiny.com/The%20Jamsil%20OTF%204%20Medium.otf,/The%20Jamsil%20OTF%204%20Medium.otf,font,font/otf,200,452314,441.7 KB,452314,no,parser 2cf6b8929df91a43.css,.otf,The Jamsil OTF 4 Medium.otf,no
/fortune-tea-house,mobile,cold,https://assets.code-destiny.com/The%20Jamsil%20OTF%204%20Medium.otf,/The%20Jamsil%20OTF%204%20Medium.otf,font,font/otf,200,450211,439.7 KB,450211,no,parser 2cf6b8929df91a43.css,.otf,The Jamsil OTF 4 Medium.otf,no
/points,mobile,repeat,https://assets.code-destiny.com/The%20Jamsil%20OTF%204%20Medium.otf,/The%20Jamsil%20OTF%204%20Medium.otf,font,font/otf,200,450205,439.7 KB,450205,no,parser 2cf6b8929df91a43.css,.otf,The Jamsil OTF 4 Medium.otf,no
/music,mobile,repeat,https://assets.code-destiny.com/The%20Jamsil%20OTF%204%20Medium.otf,/The%20Jamsil%20OTF%204%20Medium.otf,font,font/otf,200,450105,439.6 KB,450105,no,parser 2cf6b8929df91a43.css,.otf,The Jamsil OTF 4 Medium.otf,no
/fortune-tea-house,desktop,repeat,https://assets.code-destiny.com/The%20Jamsil%20OTF%204%20Medium.otf,/The%20Jamsil%20OTF%204%20Medium.otf,font,font/otf,200,450060,439.5 KB,450060,no,parser 2cf6b8929df91a43.css,.otf,The Jamsil OTF 4 Medium.otf,no
/music,mobile,cold,https://assets.code-destiny.com/The%20Jamsil%20OTF%204%20Medium.otf,/The%20Jamsil%20OTF%204%20Medium.otf,font,font/otf,200,448841,438.3 KB,448841,no,parser 2cf6b8929df91a43.css,.otf,The Jamsil OTF 4 Medium.otf,no
